temperature,oil_temperature,oil_pressure,voltage,current,vibration,load,power_factor,frequency,temp_oil_delta,apparent_power_ratio,temp_rate_of_change,vib_rate_of_change,rolling_temp_std,rolling_current_std,failure_label,failure_mode,is_failure
65.86,61.38,24.64,402.79,39.14,1.4,61.02,0.944,49.98,4.48,0.788,-0.0333,0.011,0.904,1.66,0,NORMAL,0
71.53,65.84,19.09,404.83,39.16,6.53,69.13,0.903,49.83,5.69,0.793,0.0998,0.2458,1.514,2.381,2,MECHANICAL_FAULT,1
64.92,59.91,27.24,396.11,44.03,0.93,71.31,0.959,50.07,5.01,0.872,-0.0721,-0.0156,0.682,1.195,0,NORMAL,0
69.49,65.23,23.7,406.78,41.55,1.09,68.65,0.939,50.01,4.26,0.845,-0.0438,0.002,0.896,1.318,0,NORMAL,0
81.95,83.24,53.78,383.5,33.74,2.8,62.2,0.724,49.75,-1.29,0.647,0.3534,-0.059,2.214,3.661,3,DIELECTRIC_FAULT,1
85.89,90.55,6.12,398.0,43.39,2.25,71.76,0.746,50.18,-4.66,0.863,0.2436,0.1167,2.41,2.206,3,DIELECTRIC_FAULT,1
61.28,55.5,22.72,399.19,39.98,10.59,73.49,0.915,50.03,5.78,0.798,-0.0233,0.5156,1.909,2.815,2,MECHANICAL_FAULT,1
66.43,58.14,26.74,398.15,39.46,1.81,64.1,0.938,50.04,8.29,0.786,-0.0141,-0.0059,0.223,1.79,0,NORMAL,0
110.73,117.99,55.69,357.87,92.47,12.94,158.39,0.606,48.59,-7.26,1.655,1.3401,0.4075,9.626,13.55,4,CRITICAL_FAILURE,1
124.16,111.06,48.93,354.43,102.73,15.34,158.48,0.641,48.67,13.11,1.82,1.728,0.8179,5.03,14.541,4,CRITICAL_FAILURE,1
61.65,55.7,20.26,405.02,35.61,1.28,58.92,0.931,49.97,5.95,0.721,0.0245,-0.0059,0.89,0.718,0,NORMAL,0
111.82,98.08,29.9,401.32,68.18,3.41,101.68,0.888,49.79,13.74,1.368,0.2694,0.0021,5.162,6.435,1,THERMAL_OVERLOAD,1
65.21,57.96,25.12,404.61,44.71,1.82,67.97,0.964,49.96,7.25,0.905,0.0086,-0.0263,1.054,1.169,0,NORMAL,0
63.59,55.08,26.46,397.18,39.58,1.99,65.15,0.964,49.95,8.5,0.786,-0.0043,0.006,0.638,0.642,0,NORMAL,0
64.43,55.96,26.21,398.41,29.4,1.11,51.11,0.947,50.09,8.48,0.586,-0.0475,-0.0091,0.671,1.627,0,NORMAL,0
86.95,85.85,9.17,401.18,30.64,3.41,57.01,0.839,49.64,1.1,0.615,0.3738,0.107,3.477,4.097,3,DIELECTRIC_FAULT,1
63.82,58.51,24.92,394.79,32.2,1.98,51.05,0.938,50.05,5.31,0.636,-0.0516,-0.0179,1.148,1.559,0,NORMAL,0
127.19,102.7,52.35,359.01,89.8,15.94,133.91,0.738,48.63,24.49,1.612,0.91,0.4323,9.685,13.02,4,CRITICAL_FAILURE,1
118.83,100.04,62.37,358.53,95.75,15.21,150.35,0.731,48.83,18.78,1.717,1.9926,0.8976,10.54,10.241,4,CRITICAL_FAILURE,1
59.89,54.07,24.3,400.16,27.26,1.84,46.94,0.975,50.02,5.82,0.545,-0.0206,-0.0201,0.852,1.414,0,NORMAL,0
58.05,51.89,22.86,397.92,26.97,1.39,46.32,0.935,50.01,6.16,0.537,-0.0081,-0.0471,0.834,1.742,0,NORMAL,0
64.71,59.71,24.2,405.58,43.44,1.26,75.39,0.955,50.02,5.01,0.881,0.0392,0.0414,0.302,1.133,0,NORMAL,0
57.48,49.87,28.65,399.84,31.72,1.98,55.2,0.974,50.06,7.6,0.634,-0.0096,0.0036,1.161,1.921,0,NORMAL,0
113.05,85.91,26.64,398.08,84.05,3.17,132.08,0.889,49.87,27.14,1.673,0.5405,0.0222,4.587,3.171,1,THERMAL_OVERLOAD,1
60.84,54.12,21.88,403.64,41.21,11.42,82.37,0.909,49.96,6.71,0.832,-0.0276,0.4199,1.29,1.574,2,MECHANICAL_FAULT,1
65.99,58.95,25.86,393.42,44.08,1.27,72.44,0.943,49.96,7.04,0.867,0.0163,0.0252,1.039,1.639,0,NORMAL,0
69.9,64.04,24.3,403.57,45.01,1.25,76.26,0.951,49.95,5.85,0.908,-0.0027,-0.0152,0.959,0.943,0,NORMAL,0
58.54,52.65,25.31,397.93,26.48,1.01,45.42,0.959,50.06,5.88,0.527,0.0275,-0.0073,0.279,1.139,0,NORMAL,0
103.62,87.78,34.77,390.84,69.74,2.72,103.52,0.916,49.93,15.84,1.363,0.5571,0.0095,3.65,6.769,1,THERMAL_OVERLOAD,1
64.21,57.77,22.81,399.33,44.48,1.7,73.42,0.974,50.04,6.45,0.888,0.0247,-0.0033,1.193,0.659,0,NORMAL,0
59.03,52.95,28.4,397.55,31.51,1.36,48.74,0.943,50.0,6.08,0.626,-0.0435,-0.0184,0.857,1.953,0,NORMAL,0
60.84,52.02,22.72,398.95,30.77,0.94,53.5,0.945,49.99,8.82,0.614,-0.0162,0.0237,0.36,1.106,0,NORMAL,0
59.19,50.08,24.67,404.04,30.16,0.94,45.32,0.941,50.06,9.11,0.609,-0.0077,-0.0247,0.322,1.52,0,NORMAL,0
65.53,57.27,26.35,399.03,42.87,1.03,75.62,0.933,49.94,8.25,0.855,0.0421,0.0049,0.533,1.389,0,NORMAL,0
61.35,52.22,24.37,401.5,31.11,2.03,46.92,0.94,49.96,9.14,0.625,-0.0095,0.0063,1.054,1.53,0,NORMAL,0
109.62,91.9,27.5,395.06,85.68,2.77,128.68,0.916,49.94,17.71,1.692,0.563,0.0964,2.923,3.295,1,THERMAL_OVERLOAD,1
60.53,54.97,25.54,399.36,26.86,1.68,46.96,0.932,49.92,5.56,0.536,-0.025,0.0131,0.33,1.791,0,NORMAL,0
61.44,57.3,24.28,401.64,36.85,1.86,61.68,0.953,50.03,4.14,0.74,-0.0089,0.0139,0.803,1.74,0,NORMAL,0
106.54,99.91,37.84,399.9,79.26,3.71,125.13,0.89,49.93,6.62,1.585,0.3644,-0.0586,6.266,3.777,1,THERMAL_OVERLOAD,1
112.46,87.75,29.41,390.95,79.1,2.08,116.68,0.906,49.87,24.7,1.546,0.7125,0.0825,5.809,6.431,1,THERMAL_OVERLOAD,1
70.45,95.09,43.35,366.29,33.07,2.47,63.73,0.798,49.76,-24.65,0.606,0.3911,0.0144,1.677,4.788,3,DIELECTRIC_FAULT,1
65.05,57.68,24.64,404.17,42.2,1.91,68.59,0.974,50.05,7.37,0.853,-0.0095,-0.0291,0.375,0.771,0,NORMAL,0
66.28,61.09,25.03,394.49,38.76,1.83,60.88,0.951,50.03,5.19,0.765,-0.0334,-0.0348,0.609,1.316,0,NORMAL,0
63.02,53.98,28.78,401.73,37.83,1.05,59.11,0.958,49.95,9.04,0.76,0.0004,0.0077,1.128,1.111,0,NORMAL,0
66.55,58.46,23.7,394.6,45.4,1.83,72.37,0.95,49.98,8.09,0.896,-0.0576,0.0131,0.544,0.935,0,NORMAL,0
67.05,61.07,24.71,397.29,41.11,0.84,72.21,0.96,49.88,5.99,0.817,0.0259,-0.0397,0.209,0.982,0,NORMAL,0
80.35,81.9,51.82,394.15,47.61,3.06,83.08,0.79,49.63,-1.55,0.938,0.1035,0.0267,3.303,4.369,3,DIELECTRIC_FAULT,1
61.14,53.36,25.66,392.67,29.4,1.2,50.67,0.93,49.96,7.77,0.577,-0.011,0.0101,0.978,1.413,0,NORMAL,0
71.53,62.82,20.5,393.17,32.03,5.89,63.04,0.945,50.05,8.71,0.63,0.0055,0.2675,1.633,1.33,2,MECHANICAL_FAULT,1
78.85,88.79,10.6,375.31,44.06,3.72,67.76,0.788,49.86,-9.94,0.827,0.1521,-0.035,2.274,4.514,3,DIELECTRIC_FAULT,1
66.82,60.25,24.04,400.57,35.3,7.74,61.57,0.921,50.17,6.57,0.707,0.0253,0.3955,1.509,1.232,2,MECHANICAL_FAULT,1
64.68,59.18,21.79,395.28,45.91,1.81,74.8,0.962,50.0,5.49,0.907,0.0465,-0.0138,0.298,1.624,0,NORMAL,0
124.36,112.6,53.88,351.93,94.2,10.12,159.6,0.717,49.11,11.76,1.658,2.064,0.7847,7.979,9.14,4,CRITICAL_FAILURE,1
124.21,119.23,48.4,350.96,116.01,11.76,124.01,0.701,48.56,4.98,2.036,1.6042,1.1194,9.879,11.124,4,CRITICAL_FAILURE,1
75.54,69.23,22.67,394.3,36.84,10.7,69.71,0.941,50.06,6.31,0.726,0.0016,0.5862,1.249,2.202,2,MECHANICAL_FAULT,1
65.33,55.72,26.3,402.0,47.74,1.54,74.94,0.935,50.08,9.61,0.96,-0.0475,0.027,1.082,1.658,0,NORMAL,0
58.26,50.54,21.81,400.3,29.41,1.93,48.39,0.933,49.96,7.72,0.589,-0.0187,-0.0164,1.021,0.744,0,NORMAL,0
60.27,52.41,25.28,400.24,26.19,2.16,48.91,0.956,49.91,7.86,0.524,-0.042,-0.0304,1.167,1.578,0,NORMAL,0
76.56,79.19,54.49,378.93,42.62,3.11,81.59,0.733,49.84,-2.63,0.807,0.1618,0.0292,3.947,3.093,3,DIELECTRIC_FAULT,1
68.81,59.99,21.98,402.49,45.84,2.06,77.3,0.961,49.99,8.83,0.923,-0.0232,-0.0121,0.548,0.769,0,NORMAL,0
65.33,58.76,26.76,403.73,43.22,9.26,81.37,0.933,50.11,6.58,0.872,0.0179,0.212,1.617,2.483,2,MECHANICAL_FAULT,1
58.05,51.23,23.17,406.46,29.66,1.14,47.54,0.935,49.99,6.82,0.603,-0.0099,0.0056,0.795,1.014,0,NORMAL,0
108.5,105.42,62.45,352.9,112.3,13.65,120.44,0.655,48.94,3.08,1.981,1.9309,0.6475,9.79,6.841,4,CRITICAL_FAILURE,1
64.38,58.64,22.89,402.38,42.57,1.82,72.16,0.941,49.95,5.74,0.856,-0.0185,-0.027,0.676,0.567,0,NORMAL,0
62.56,55.58,23.03,395.62,35.44,8.74,66.18,0.938,50.03,6.98,0.701,-0.0817,0.6448,1.053,1.305,2,MECHANICAL_FAULT,1
90.71,90.33,23.7,391.55,78.11,3.15,120.85,0.915,49.86,0.38,1.529,0.3831,-0.0354,4.003,6.043,1,THERMAL_OVERLOAD,1
65.57,59.8,24.68,408.82,36.99,0.85,61.8,0.974,49.98,5.77,0.756,0.033,0.0112,0.279,1.136,0,NORMAL,0
96.48,104.38,29.29,404.92,78.35,2.6,125.81,0.9,49.86,-7.9,1.586,0.2395,0.0626,3.766,6.972,1,THERMAL_OVERLOAD,1
67.0,62.69,28.65,392.1,44.45,2.09,70.45,0.961,49.95,4.3,0.871,-0.0085,0.0083,0.821,1.044,0,NORMAL,0
62.45,57.5,23.64,404.61,37.81,1.09,64.08,0.973,49.98,4.95,0.765,0.0051,0.0055,0.79,0.846,0,NORMAL,0
63.45,57.05,23.92,400.24,30.54,1.97,51.64,0.979,49.95,6.4,0.611,0.0095,0.0239,0.83,1.679,0,NORMAL,0
83.01,82.33,57.45,405.92,29.91,3.72,52.79,0.806,50.15,0.67,0.607,0.1373,0.1175,3.734,3.678,3,DIELECTRIC_FAULT,1
65.47,56.51,24.87,400.17,33.39,2.01,59.05,0.958,50.0,8.96,0.668,0.0333,0.0281,0.625,0.61,0,NORMAL,0
65.36,57.62,27.99,400.95,37.19,1.01,61.79,0.957,49.95,7.74,0.746,-0.0626,-0.0217,0.559,0.595,0,NORMAL,0
110.19,103.53,30.64,396.6,68.56,3.63,100.06,0.921,49.89,6.66,1.36,0.5197,0.0642,3.558,4.338,1,THERMAL_OVERLOAD,1
61.66,56.38,24.59,404.65,28.57,1.15,48.13,0.942,49.98,5.28,0.578,0.0096,-0.0263,0.528,1.731,0,NORMAL,0
60.61,53.64,25.88,401.35,37.61,1.84,59.54,0.969,49.9,6.97,0.755,-0.0001,-0.0318,0.931,0.863,0,NORMAL,0
59.37,51.95,22.72,401.68,28.69,1.96,48.15,0.973,50.02,7.43,0.576,0.0262,0.001,1.045,1.597,0,NORMAL,0
61.03,54.75,25.01,399.66,32.66,0.81,53.87,0.942,49.9,6.28,0.653,-0.015,0.0368,0.605,1.597,0,NORMAL,0
66.38,58.6,29.6,398.22,42.93,1.03,68.57,0.964,49.97,7.78,0.855,-0.0596,-0.0064,0.822,1.758,0,NORMAL,0
62.7,54.81,25.07,396.86,40.02,1.43,66.11,0.941,49.99,7.89,0.794,-0.0663,-0.0143,1.023,0.984,0,NORMAL,0
62.85,58.44,23.03,401.09,36.69,0.91,59.41,0.977,50.07,4.41,0.736,0.0445,0.0105,0.44,1.642,0,NORMAL,0
66.02,59.89,26.41,398.69,44.28,1.38,72.12,0.947,50.03,6.13,0.883,-0.0382,-0.0285,0.296,1.695,0,NORMAL,0
64.88,56.47,24.12,403.22,42.7,2.06,75.19,0.978,49.99,8.41,0.861,0.0271,0.0188,0.441,0.611,0,NORMAL,0
60.04,54.69,25.1,400.5,33.96,1.62,55.66,0.966,49.95,5.36,0.68,0.0208,-0.0097,1.153,1.249,0,NORMAL,0
65.99,58.22,26.96,398.77,38.12,1.28,63.33,0.956,50.08,7.77,0.76,-0.0259,-0.0156,0.843,1.531,0,NORMAL,0
66.59,60.62,24.25,395.75,42.84,1.26,70.54,0.96,49.97,5.96,0.848,-0.0257,-0.0363,0.725,1.399,0,NORMAL,0
117.39,119.6,53.81,342.3,119.65,9.49,133.18,0.758,49.12,-2.21,2.048,0.9397,1.1057,8.462,6.391,4,CRITICAL_FAILURE,1
67.09,57.86,22.4,398.17,43.41,2.18,71.4,0.978,50.05,9.23,0.864,0.0349,0.005,0.461,1.124,0,NORMAL,0
62.3,53.62,25.95,393.62,34.09,6.51,60.39,0.909,50.02,8.68,0.671,0.0124,0.3403,1.621,1.795,2,MECHANICAL_FAULT,1
100.95,86.49,34.04,395.27,71.46,2.77,110.74,0.918,49.94,14.46,1.412,0.2797,0.0041,5.145,3.473,1,THERMAL_OVERLOAD,1
75.78,79.44,8.63,408.78,36.87,3.42,59.11,0.761,49.62,-3.66,0.754,0.3574,0.0343,2.758,2.053,3,DIELECTRIC_FAULT,1
124.1,113.72,58.84,339.3,108.26,14.17,150.12,0.65,48.71,10.38,1.837,1.423,0.4719,6.236,8.76,4,CRITICAL_FAILURE,1
61.97,54.34,22.8,397.2,31.7,1.79,54.77,0.964,49.95,7.63,0.629,-0.0367,-0.0221,0.413,1.062,0,NORMAL,0
68.27,58.35,26.75,403.48,40.8,2.02,66.05,0.941,50.04,9.92,0.823,-0.0011,-0.0171,0.714,1.744,0,NORMAL,0
66.54,61.62,26.96,389.36,40.49,1.12,70.15,0.944,49.98,4.92,0.788,-0.02,-0.0182,1.035,1.204,0,NORMAL,0
57.74,50.54,23.96,402.0,38.31,9.9,74.64,0.923,50.04,7.2,0.77,0.048,0.1505,1.057,2.871,2,MECHANICAL_FAULT,1
65.84,57.28,24.87,392.03,38.47,1.21,66.76,0.961,50.06,8.56,0.754,0.0113,0.0057,0.531,0.694,0,NORMAL,0
72.9,67.02,24.31,395.18,42.18,8.2,77.42,0.932,49.99,5.87,0.834,0.1192,0.4881,1.777,2.426,2,MECHANICAL_FAULT,1
63.65,56.04,23.51,405.11,35.97,0.81,62.54,0.935,49.97,7.61,0.729,-0.0344,-0.0365,0.476,1.804,0,NORMAL,0
69.8,64.31,27.22,396.4,41.04,9.09,74.48,0.941,50.02,5.49,0.813,0.1002,0.208,1.839,1.137,2,MECHANICAL_FAULT,1
67.24,59.04,26.76,396.31,47.97,1.29,76.83,0.966,49.94,8.2,0.95,0.0164,-0.0033,0.337,0.603,0,NORMAL,0
67.39,59.36,27.63,393.29,44.89,2.05,72.36,0.949,49.94,8.03,0.883,0.0056,-0.0236,0.834,0.986,0,NORMAL,0
66.35,57.34,27.31,400.44,47.36,1.05,74.17,0.938,50.04,9.01,0.948,0.011,0.0058,0.725,0.997,0,NORMAL,0
63.28,58.65,25.12,399.63,39.7,1.4,64.09,0.97,50.0,4.63,0.793,-0.028,-0.0174,0.451,1.424,0,NORMAL,0
119.31,117.04,53.81,351.71,116.37,11.69,141.72,0.697,48.33,2.27,2.046,1.373,0.6593,6.797,11.192,4,CRITICAL_FAILURE,1
68.85,61.49,24.57,403.89,42.78,1.21,75.1,0.975,49.99,7.35,0.864,0.0545,0.0038,0.31,0.904,0,NORMAL,0
60.4,53.16,25.68,402.26,34.67,11.46,73.52,0.903,49.96,7.24,0.697,-0.0351,0.4796,1.81,1.398,2,MECHANICAL_FAULT,1
64.82,57.86,23.89,399.46,37.62,8.23,73.19,0.916,49.93,6.96,0.751,-0.0463,0.4448,1.494,2.103,2,MECHANICAL_FAULT,1
71.8,80.32,10.36,379.05,46.42,3.59,80.88,0.799,49.81,-8.52,0.88,0.2862,0.0515,3.781,2.022,3,DIELECTRIC_FAULT,1
58.39,53.51,28.11,404.64,31.46,0.86,50.43,0.938,50.03,4.88,0.637,0.0013,0.029,0.483,1.383,0,NORMAL,0
76.65,80.38,11.99,372.94,33.52,3.77,60.92,0.687,49.58,-3.74,0.625,0.0964,-0.0529,1.506,3.899,3,DIELECTRIC_FAULT,1
61.16,54.38,24.8,402.89,29.28,1.33,51.17,0.959,49.95,6.78,0.59,-0.0098,-0.0008,1.194,1.315,0,NORMAL,0
67.63,59.09,25.36,399.24,45.42,0.94,74.21,0.942,49.94,8.54,0.907,-0.0111,-0.0664,1.156,1.151,0,NORMAL,0
58.47,54.04,28.62,398.62,32.51,2.05,54.09,0.961,50.0,4.43,0.648,-0.0307,-0.0144,0.807,1.712,0,NORMAL,0
63.68,58.26,27.3,395.66,42.96,1.61,67.72,0.933,50.04,5.42,0.85,-0.0213,-0.0319,0.276,1.588,0,NORMAL,0
63.25,59.13,24.87,405.81,40.5,2.03,66.32,0.956,49.93,4.12,0.822,-0.0009,0.0155,0.69,0.68,0,NORMAL,0
68.15,58.79,26.11,407.24,46.69,2.06,76.11,0.933,50.0,9.35,0.951,-0.0025,-0.0027,0.209,0.984,0,NORMAL,0
87.51,89.68,6.64,360.86,31.72,2.54,64.87,0.755,49.75,-2.17,0.572,0.1927,0.1577,3.858,4.738,3,DIELECTRIC_FAULT,1
67.7,59.3,28.37,397.6,45.13,1.49,74.7,0.936,50.0,8.4,0.897,-0.0094,0.0557,0.718,1.818,0,NORMAL,0
70.69,95.12,9.32,401.72,30.92,2.24,55.89,0.81,49.57,-24.44,0.621,0.2239,-0.0397,2.187,4.421,3,DIELECTRIC_FAULT,1
69.24,61.99,29.58,398.16,41.15,5.23,75.82,0.951,49.99,7.24,0.819,-0.012,0.1788,1.595,1.651,2,MECHANICAL_FAULT,1
63.74,58.35,21.21,404.65,35.42,1.52,62.42,0.964,50.01,5.39,0.717,0.0006,-0.0079,0.535,1.827,0,NORMAL,0
67.38,60.29,27.09,404.16,43.24,2.05,69.46,0.961,49.97,7.09,0.874,0.0576,0.0124,0.363,0.631,0,NORMAL,0
101.02,84.49,34.48,382.74,63.59,3.69,108.0,0.905,49.91,16.53,1.217,0.6419,0.0065,3.265,3.525,1,THERMAL_OVERLOAD,1
105.34,100.61,30.73,399.24,82.96,2.26,126.1,0.934,49.85,4.73,1.656,0.2192,0.0824,6.225,4.293,1,THERMAL_OVERLOAD,1
66.36,57.01,22.76,398.63,46.5,1.34,77.33,0.936,50.0,9.35,0.927,0.0403,-0.0054,0.786,1.41,0,NORMAL,0
63.88,54.19,26.74,398.69,36.3,1.75,64.51,0.948,50.02,9.69,0.724,0.0611,0.0029,1.16,0.881,0,NORMAL,0
114.98,89.49,41.1,403.95,70.42,3.3,110.84,0.898,50.14,25.49,1.422,0.5999,0.0286,5.273,4.364,1,THERMAL_OVERLOAD,1
130.42,117.93,59.65,344.02,119.61,13.89,133.65,0.625,48.52,12.49,2.057,1.4366,0.4028,10.931,9.325,4,CRITICAL_FAILURE,1
67.48,57.68,25.0,400.52,44.11,1.34,70.95,0.961,50.06,9.81,0.883,0.0003,-0.0138,1.071,0.82,0,NORMAL,0
67.02,62.97,25.89,400.02,44.44,1.17,70.37,0.957,50.01,4.04,0.889,0.0123,-0.0216,0.693,1.162,0,NORMAL,0
63.53,54.75,25.37,399.3,36.63,1.65,59.47,0.936,49.97,8.78,0.731,-0.0083,0.0205,0.485,0.947,0,NORMAL,0
58.26,49.4,25.84,402.64,28.35,0.85,47.54,0.933,49.85,8.85,0.571,0.009,-0.0331,0.94,1.408,0,NORMAL,0
64.51,56.87,25.87,400.49,36.57,1.38,62.22,0.955,50.02,7.63,0.732,-0.0418,0.002,0.889,1.854,0,NORMAL,0
60.53,55.16,27.78,404.78,31.54,1.29,52.59,0.962,50.01,5.37,0.638,-0.0133,-0.0058,0.994,0.648,0,NORMAL,0
67.19,62.0,26.89,398.99,44.97,1.25,74.02,0.963,50.0,5.2,0.897,0.029,0.0144,0.764,1.104,0,NORMAL,0
60.82,55.44,25.78,399.74,38.31,1.66,62.8,0.956,50.05,5.38,0.766,0.038,-0.0038,1.135,1.794,0,NORMAL,0
112.02,99.05,63.42,355.23,105.31,14.41,126.68,0.726,48.29,12.97,1.871,1.949,0.6442,6.48,10.387,4,CRITICAL_FAILURE,1
130.75,113.74,53.17,332.15,100.85,10.96,120.67,0.703,49.0,17.01,1.675,1.6781,0.4231,10.497,13.932,4,CRITICAL_FAILURE,1
67.78,60.8,28.55,403.31,39.86,1.93,65.69,0.933,50.01,6.98,0.804,0.0285,-0.0122,0.881,1.442,0,NORMAL,0
122.39,102.04,64.11,351.6,124.91,13.37,151.26,0.688,49.06,20.36,2.196,2.0299,0.6969,8.61,7.036,4,CRITICAL_FAILURE,1
61.88,55.01,21.25,398.96,35.98,1.83,62.01,0.948,50.04,6.87,0.718,-0.0057,-0.0282,0.854,1.543,0,NORMAL,0
65.21,59.88,26.44,399.64,43.8,0.83,68.63,0.935,49.94,5.33,0.875,-0.0157,0.0098,0.853,0.857,0,NORMAL,0
62.02,54.35,25.07,400.88,29.58,1.92,46.67,0.938,50.01,7.67,0.593,0.0178,0.0141,1.168,1.904,0,NORMAL,0
110.67,93.19,30.69,389.18,82.5,2.06,121.01,0.927,50.06,17.48,1.605,0.6789,0.0002,2.9,5.453,1,THERMAL_OVERLOAD,1
61.98,54.96,24.16,397.05,39.23,1.71,63.63,0.932,50.04,7.02,0.779,-0.0181,-0.0108,0.482,1.459,0,NORMAL,0
63.45,54.99,24.23,401.84,33.23,1.6,55.25,0.974,49.99,8.46,0.668,-0.0243,-0.0089,1.127,0.729,0,NORMAL,0
127.41,106.23,62.67,354.97,112.79,12.91,159.16,0.718,48.53,21.18,2.002,2.0717,1.0837,6.037,7.835,4,CRITICAL_FAILURE,1
65.3,61.19,24.23,400.9,41.69,1.11,67.88,0.949,49.99,4.12,0.836,0.0011,0.0222,0.849,1.044,0,NORMAL,0
64.53,56.71,24.27,404.44,33.61,1.85,54.39,0.96,50.03,7.82,0.68,-0.0045,-0.0149,1.038,0.973,0,NORMAL,0
120.81,110.97,51.35,342.33,114.96,10.71,133.75,0.705,49.02,9.84,1.968,2.0422,0.8193,5.517,14.604,4,CRITICAL_FAILURE,1
90.41,89.16,46.66,386.6,36.12,2.9,69.77,0.711,49.64,1.25,0.698,0.2626,0.036,3.107,4.945,3,DIELECTRIC_FAULT,1
64.04,59.77,26.92,390.55,35.87,1.56,61.29,0.931,49.97,4.27,0.7,0.0333,0.0285,0.246,0.738,0,NORMAL,0
88.54,85.9,29.58,395.42,77.31,3.61,122.58,0.91,50.04,2.64,1.528,0.1729,0.101,5.023,5.272,1,THERMAL_OVERLOAD,1
113.29,109.74,49.22,331.88,107.41,13.69,159.0,0.694,48.91,3.55,1.782,1.1126,0.736,11.497,7.896,4,CRITICAL_FAILURE,1
100.66,83.28,28.07,401.96,70.55,2.94,116.04,0.906,49.96,17.38,1.418,0.4777,-0.0473,4.295,3.185,1,THERMAL_OVERLOAD,1
90.21,95.56,35.39,401.46,81.99,3.51,126.39,0.914,50.01,-5.35,1.646,0.2395,0.0839,2.516,4.763,1,THERMAL_OVERLOAD,1
63.36,55.18,27.58,396.2,39.91,6.84,73.24,0.943,50.02,8.18,0.791,-0.0128,0.6192,1.348,1.832,2,MECHANICAL_FAULT,1
60.86,52.57,28.16,399.11,30.3,1.12,46.6,0.97,50.12,8.29,0.605,-0.0132,-0.0143,0.293,1.396,0,NORMAL,0
70.79,62.52,24.02,393.08,42.3,8.9,75.71,0.903,50.06,8.27,0.831,0.1159,0.3672,1.452,1.552,2,MECHANICAL_FAULT,1
69.22,60.49,22.16,398.36,43.79,1.82,73.33,0.968,49.99,8.73,0.872,-0.0009,0.0203,0.326,1.94,0,NORMAL,0
61.48,53.52,26.61,409.3,32.25,2.14,54.34,0.968,50.04,7.96,0.66,0.0039,0.0261,0.858,1.217,0,NORMAL,0
65.17,60.36,20.0,403.88,37.23,0.84,63.95,0.938,49.97,4.81,0.752,0.0058,-0.0111,0.278,0.788,0,NORMAL,0
64.82,58.17,24.55,400.29,38.53,1.84,61.72,0.977,49.99,6.65,0.771,-0.0434,0.0388,1.145,0.669,0,NORMAL,0
59.93,54.79,25.85,400.65,29.14,1.86,47.41,0.938,50.0,5.14,0.584,0.0541,-0.0038,0.447,1.461,0,NORMAL,0
65.54,58.48,26.58,404.04,38.99,1.54,68.37,0.975,49.99,7.06,0.788,-0.0179,-0.0237,0.405,1.417,0,NORMAL,0
89.39,79.11,7.12,403.11,49.01,2.7,86.77,0.749,49.79,10.28,0.988,0.1107,0.0478,2.224,4.88,3,DIELECTRIC_FAULT,1
58.35,48.88,25.46,405.23,28.81,1.24,51.74,0.976,50.01,9.48,0.584,0.051,-0.0247,0.624,1.141,0,NORMAL,0
64.88,55.69,25.16,397.39,38.28,1.76,64.15,0.973,50.03,9.19,0.761,-0.0225,0.0357,0.877,1.283,0,NORMAL,0
67.12,58.99,25.64,401.48,47.12,1.06,77.07,0.958,49.97,8.13,0.946,-0.0131,0.0035,1.15,0.683,0,NORMAL,0
113.74,118.34,57.75,350.81,123.82,11.06,157.18,0.683,48.61,-4.6,2.172,2.0029,1.0559,5.22,6.089,4,CRITICAL_FAILURE,1
67.12,62.0,23.39,394.83,39.43,0.83,68.75,0.95,50.04,5.12,0.779,-0.0385,-0.0013,0.244,0.784,0,NORMAL,0
66.84,57.62,27.88,403.96,45.66,0.84,77.65,0.948,50.08,9.22,0.922,-0.0136,-0.0115,0.924,0.615,0,NORMAL,0
59.72,49.73,26.23,403.45,38.9,1.75,59.33,0.95,49.9,9.98,0.785,0.0437,-0.0009,1.024,1.76,0,NORMAL,0
103.66,92.42,31.94,382.62,65.73,3.04,98.83,0.898,49.91,11.24,1.257,0.2959,0.0871,6.107,3.438,1,THERMAL_OVERLOAD,1
108.42,104.13,25.1,394.56,74.15,2.09,116.05,0.933,49.72,4.29,1.463,0.8004,0.0217,5.836,6.003,1,THERMAL_OVERLOAD,1
66.0,58.18,24.89,395.61,44.16,1.25,71.28,0.943,50.03,7.82,0.873,-0.0285,0.0093,0.465,1.493,0,NORMAL,0
65.1,56.19,23.72,396.23,46.4,1.78,75.07,0.98,50.08,8.92,0.919,0.0295,0.0158,1.138,0.67,0,NORMAL,0
65.73,61.58,22.79,405.87,45.31,1.18,70.84,0.935,50.04,4.15,0.92,0.0218,-0.0029,0.363,0.806,0,NORMAL,0
56.31,51.88,25.43,402.95,29.18,1.05,49.15,0.972,49.93,4.44,0.588,0.0216,0.0156,1.016,0.83,0,NORMAL,0
96.9,88.44,31.49,394.48,64.4,2.44,103.21,0.908,49.9,8.46,1.27,0.6123,0.0768,5.761,4.217,1,THERMAL_OVERLOAD,1
84.54,79.51,10.15,377.48,37.93,1.81,77.15,0.69,49.78,5.02,0.716,0.3919,-0.0191,1.636,4.006,3,DIELECTRIC_FAULT,1
